
Gurobi 12.0.3 (win64) logging started Mon Sep  7 22:44:16 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_640kW_Descomp\station_1_d182_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26902 rows, 53707 columns and 243347 nonzeros
Model fingerprint: 0xfcc31229
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 6e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 25331 rows and 44775 columns
Presolve time: 0.17s
Presolved: 1571 rows, 8932 columns, 27513 nonzeros
Variable types: 216 continuous, 8716 integer (8260 binary)
Root relaxation presolved: 1571 rows, 8932 columns, 27513 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 2.350968e+05, 4133 iterations, 0.06 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 12839 12283 235163.444  104   18 313520.768 235163.444  25.0%   142  605s
 12865 12309 235163.444  106   14 313520.768 235163.444  25.0%   142  610s
 12885 12329 235163.444  105   16 313520.768 235163.444  25.0%   141  615s
 12906 12350 235163.444  103   18 313520.768 235163.444  25.0%   141  621s
 12919 12363 235163.444  107   18 313520.768 235163.444  25.0%   141  625s
 12937 12381 235163.444  105   18 313520.768 235163.444  25.0%   141  630s
 12961 12405 235163.444  102   16 313520.768 235163.444  25.0%   141  638s
 12974 12418 235163.444  105   18 313520.768 235163.444  25.0%   141  640s
 13081 12525 235163.444   98   14 313520.768 235163.444  25.0%   140  645s
 13234 12678 235163.444  111   18 313520.768 235163.444  25.0%   138  650s
 13395 12839 235163.444  100   25 313520.768 235163.444  25.0%   137  655s
 13570 13014 235163.444  108   14 313520.768 235163.444  25.0%   135  660s
 13729 13173 235163.444  108   20 313520.768 235163.444  25.0%   134  665s
 13881 13325 235163.444  108   18 313520.768 235163.444  25.0%   133  670s
 14040 13484 235163.444  116   24 313520.768 235163.444  25.0%   131  675s
 14219 13663 235163.444  112   18 313520.768 235163.444  25.0%   130  680s
 14392 13836 235163.444  117   14 313520.768 235163.444  25.0%   129  685s
 14552 13996 235163.444  105   14 313520.768 235163.444  25.0%   127  690s
 14723 14167 235163.444  106   27 313520.768 235163.444  25.0%   126  695s
 14819 14263 235163.444  116   18 313520.768 235163.444  25.0%   125  700s
 15002 14446 235163.444  109   14 313520.768 235163.444  25.0%   124  705s
 15189 14633 235163.444  108   14 313520.768 235163.444  25.0%   123  710s
 15373 14817 235163.444  101   16 313520.768 235163.444  25.0%   121  715s
 15542 14986 235163.444  114   14 313520.768 235163.444  25.0%   120  720s
 15691 15135 235163.444  113   18 313520.768 235163.444  25.0%   119  725s
 15806 15250 235163.444  120   18 313520.768 235163.444  25.0%   119  730s
 15955 15399 235163.444  100   14 313520.768 235163.444  25.0%   118  735s
 16120 15564 235163.444  111   16 313520.768 235163.444  25.0%   117  740s
 16271 15715 235163.444  104   14 313520.768 235163.444  25.0%   116  745s
 16408 15852 235163.444  112   14 313520.768 235163.444  25.0%   115  750s
 16541 15985 235163.444  104   14 313520.768 235163.444  25.0%   114  755s
 16720 16164 235163.444  113   14 313520.768 235163.444  25.0%   113  760s
 16886 16330 235163.444  112   14 313520.768 235163.444  25.0%   112  765s
 17054 16498 235163.444   94   14 313520.768 235163.444  25.0%   111  770s
 17190 16634 235163.444  105   24 313520.768 235163.444  25.0%   111  776s
 17324 16768 235163.444  105   24 313520.768 235163.444  25.0%   110  780s
 17509 16953 235163.444  102   16 313520.768 235163.444  25.0%   109  785s
 17670 17114 235163.444  110   14 313520.768 235163.444  25.0%   108  790s
 17837 17281 235163.444   98   16 313520.768 235163.444  25.0%   107  795s
 18028 17472 235163.444  102   18 313520.768 235163.444  25.0%   107  800s
 18208 17652 235163.444  107   14 313520.768 235163.444  25.0%   106  805s
 18356 17800 235163.444  109   24 313520.768 235163.444  25.0%   105  811s
 18479 17923 235163.444  105   16 313520.768 235163.444  25.0%   104  815s
 18636 18080 235163.444  110   24 313520.768 235163.444  25.0%   104  820s
 18821 18265 235163.444  105   26 313520.768 235163.444  25.0%   103  825s
 18998 18442 235163.444  103   14 313520.768 235163.444  25.0%   102  830s
