
Gurobi 10.0.0 (win64) logging started Thu Jul 30 18:39:47 2026

Set parameter LogFile to value "output\Taller_DET_Agosto\Swap_maxproduction_640kW_v2\station_1_d152\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 10.0.0 build v10.0.0rc2 (win64)

CPU model: 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 4 physical cores, 8 logical processors, using up to 1 threads

Optimize a model with 33882 rows, 80359 columns and 364602 nonzeros
Model fingerprint: 0xdbc5be50
Variable types: 4395 continuous, 75964 integer (42841 binary)
Coefficient statistics:
  Matrix range     [1e+00, 6e+02]
  Objective range  [4e-01, 1e+02]
  Bounds range     [1e+00, 3e+00]
  RHS range        [1e+00, 3e+04]

Warning: Completing partial solution with 74700 unfixed non-continuous variables out of 75964
User MIP start produced solution with objective 442539 (0.25s)
Loaded user MIP start with objective 442539

Presolve removed 31521 rows and 58713 columns
Presolve time: 1.22s
Presolved: 2361 rows, 21646 columns, 69625 nonzeros
Variable types: 413 continuous, 21233 integer (20954 binary)
Root relaxation presolved: 2361 rows, 21646 columns, 69625 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 3.626999e+05, 7304 iterations, 0.44 seconds (0.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

   661   611 362702.285   24   44 442539.024 362702.285  18.0%   858  545s
   670   617 362702.285   88  128 442539.024 362702.285  18.0%   858  550s
   681   624 362702.285   34   38 442539.024 362702.285  18.0%   860  555s
   688   629 362702.285   97  105 442539.024 362702.285  18.0%   861  578s
   693   632 362702.285   40  140 442539.024 362702.285  18.0%   859  580s
   702   638 362702.285  104   36 442539.024 362702.285  18.0%   871  586s
   713   646 362702.285   50  165 442539.024 362702.285  18.0%   862  590s
   722   652 362702.285  114   39 442539.024 362702.285  18.0%   875  596s
   728   656 362702.285  117  110 442539.024 362702.285  18.0%   874  608s
   730   657 362702.285  118  109 442539.024 362702.285  18.0%   874  610s
   739   663 362702.285   63  215 442539.024 362702.285  18.0%   872  615s
   743   666 362702.285   65   79 442539.024 362702.285  18.0%   891  620s
   750   670 362702.285  128  113 442539.024 362702.285  18.0%   887  631s
   755   674 362702.285   71  177 442539.024 362702.285  18.0%   886  637s
   758   676 362702.285  132  174 442539.024 362702.285  18.0%   885  641s
   762   678 362702.285  134   37 442539.024 362702.285  18.0%   899  645s
   771   684 362702.285   79  117 442539.024 362702.285  18.0%   895  650s
   782   692 362702.285  144   34 442539.024 362702.285  18.0%   898  656s
   785   694 362702.285   34   30 442539.024 362702.285  18.0%   905  660s
   793   699 362702.285   38  138 442539.024 362702.285  18.0%   903  665s
   800   704 362702.285  153  149 442539.024 362702.285  18.0%   898  670s
   805   707 362702.285   44   46 442539.024 362702.285  18.0%   908  675s
   809   710 362702.285   46  106 442539.024 362702.285  18.0%   905  680s
   822   718 362702.285  164   37 442539.024 362702.285  18.0%   910  688s
   825   720 362702.285   54   44 442539.024 362702.285  18.0%   914  690s
   832   725 362702.285   47  140 442539.024 362702.285  18.0%   912  701s
   846   734 362702.285   54   37 442539.024 362702.285  18.0%   917  706s
   851   738 362702.285   67  132 442539.024 362702.285  18.0%   914  718s
   852   738 362702.285   57  119 442539.024 362702.285  18.0%   913  721s
   863   746 362702.285   73  141 442539.024 362702.285  18.0%   904  725s
   874   753 362702.285   68   74 442539.024 362702.285  18.0%   910  730s
   882   758 362702.285   72   89 442539.024 362702.285  18.0%   903  756s
   886   761 362702.285   74   42 442539.024 362702.285  18.0%   915  761s
   901   771 362702.285   92  122 442539.024 362702.285  18.0%   907  765s
   911   778 362702.285   97  102 442539.024 362702.285  18.0%   915  770s
   926   788 362702.285   94   27 442539.024 362702.285  18.0%   918  776s
   941   798 362702.285  112  143 442539.024 362702.285  18.0%   912  780s
   950   804 362702.285   85   66 442539.024 362702.285  18.0%   919  785s
   952   805 362702.285   19  171 442539.024 362702.285  18.0%   919  797s
   959   808 362702.285   24   42 442539.024 362702.285  18.0%   927  802s
   965   812 362702.285   27  112 442539.024 362702.285  18.0%   928  808s
   970   815 362702.285  148  124 442539.024 362702.285  18.0%   928  810s
   982   821 362702.285   24   33 442539.024 362702.285  18.0%   931  816s
   989   824 362702.285  142  127 442539.024 362702.285  18.0%   936  820s
   998   829 369954.678   50  134 442539.024 362702.285  18.0%   939  825s
  1002   831 362702.285   21  139 442539.024 362702.285  18.0%   938  830s
  1013   839 362702.285  154   40 442539.024 362702.285  18.0%   943  836s
  1017   841 362702.285  156  109 442539.024 362702.285  18.0%   948  855s
  1031   850 362702.285  150  154 442539.024 362702.285  18.0%   949  860s
  1044   858 362702.285  154   48 442539.024 362702.285  18.0%   950  865s
  1053   862 369954.678  158  136 442539.024 362702.285  18.0%   949  878s
  1058   865 369954.678  145  133 442539.024 362702.285  18.0%   950  880s
  1069   869 362702.285  142  149 442539.024 362702.285  18.0%   952  898s
  1070   870 362702.285   84   42 442539.024 362702.285  18.0%   957  900s
  1076   873 362702.285  154   56 442539.024 362702.285  18.0%   966  905s
  1088   880 362702.285  144   45 442539.024 362702.285  18.0%   967  910s
  1100   887 362702.285  150  127 442539.024 362702.285  18.0%   966  915s
  1103   889 362702.285   34   39 442539.024 362702.285  18.0%   969  930s
  1112   893 362702.285  152  131 442539.024 362702.285  18.0%   970  935s
  1121   898 362702.285  156   91 442539.024 362702.285  18.0%   971  940s
  1141   910 362702.285   54   35 442539.024 362702.285  18.0%   969  946s
  1154   916 369954.678   82  140 442539.024 362702.285  18.0%   966  959s
  1156   917 362702.285  149  142 442539.024 362702.285  18.0%   965  960s
  1169   923 362702.285  148  127 442539.024 362702.285  18.0%   967  965s
  1173   925 362702.285  150  126 442539.024 362702.285  18.0%   965  981s
  1184   930 362702.285  147  124 442539.024 362702.285  18.0%   963  985s
  1195   936 362702.285   84   33 442539.024 362702.285  18.0%   964 1000s
  1210   944 362702.285  147  133 442539.024 362702.285  18.0%   962 1005s
  1229   955 362702.285   52  119 442539.024 362702.285  18.0%   954 1010s
  1238   958 362702.285  156  101 442539.024 362702.285  18.0%   961 1015s
  1248   961 369954.678  147  130 442539.024 362702.285  18.0%   966 1020s
  1255   965 362702.285  143  131 442539.024 362702.285  18.0%   964 1030s
  1263   970 362702.285  144   30 442539.024 362702.285  18.0%   971 1036s
  1271   975 362702.285  148  143 442539.024 362702.285  18.0%   973 1040s
  1282   982 362702.285  138  121 442539.024 362702.285  18.0%   969 1045s
  1296   991 362702.285  153  105 442539.024 362702.285  18.0%   970 1050s
  1303   995 362702.285  164   41 442539.024 362702.285  18.0%   976 1055s
  1309   998 369954.678  167  114 442539.024 362702.285  18.0%   981 1060s
  1317  1001 369954.678   32  175 442539.024 362702.285  18.0%   985 1065s
  1329  1006 362702.285  141  134 442539.024 362702.285  18.0%   984 1070s
  1335  1010 362702.285  144   38 442539.024 362702.285  18.0%   994 1088s
  1343  1015 362702.285  148   52 442539.024 362702.285  18.0%   990 1090s
  1354  1021 362702.285  154   42 442539.024 362702.285  18.0%   992 1095s
  1356  1021 362702.285  155   66 442539.024 362702.285  18.0%   992 1101s
  1360  1023 362702.285   74   40 442539.024 362702.285  18.0%  1002 1106s
  1369  1028 362702.285   84   32 442539.024 362702.285  18.0%  1003 1110s
  1381  1036 362702.285  153   78 442539.024 362702.285  18.0%   998 1135s
  1382  1037 362702.285  134   36 442539.024 362702.285  18.0%  1003 1141s
  1396  1045 362702.285  141   73 442539.024 362702.285  18.0%   998 1145s
  1409  1053 362702.285  153   95 442539.024 362702.285  18.0%   995 1160s
  1412  1054 362702.285   44   37 442539.024 362702.285  18.0%  1002 1165s
  1424  1059 369954.678   50  147 442539.024 362702.285  18.0%  1007 1170s
  1429  1062 362702.285   75   82 442539.024 362702.285  18.0%  1012 1175s
  1441  1070 362702.285  148  111 442539.024 362702.285  18.0%  1010 1180s
  1453  1076 362702.285  154   36 442539.024 362702.285  18.0%  1016 1186s
  1457  1078 362702.285   72  156 442539.024 362702.285  18.0%  1022 1201s
  1464  1079 362702.285  132  161 442539.024 362702.285  18.0%  1024 1205s
  1475  1084 362702.285   31  149 442539.024 362702.285  18.0%  1028 1210s
  1485  1088 369954.678   76  110 442539.024 362702.285  18.0%  1030 1228s
  1487  1089 362702.285  144   43 442539.024 362702.285  18.0%  1034 1231s
  1502  1098 362702.285   54   39 442539.024 362702.285  18.0%  1030 1249s
  1504  1099 362702.285   55  135 442539.024 362702.285  18.0%  1030 1250s
  1511  1102 369954.678  145  102 442539.024 362702.285  18.0%  1031 1257s
  1519  1107 362702.285  129  136 442539.024 362702.285  18.0%  1030 1260s
  1530  1111 369954.678   60  174 442539.024 362702.285  18.0%  1033 1265s
  1537  1114 362702.285  132  134 442539.024 362702.285  18.0%  1034 1273s
  1544  1116 362702.285   88   71 442539.024 362702.285  18.0%  1032 1275s
  1554  1120 362702.285  134   34 442539.024 362702.285  18.0%  1035 1280s
  1558  1122 362702.285  135   49 442539.024 362702.285  18.0%  1038 1287s
  1559  1123 362702.285   90   76 442539.024 362702.285  18.0%  1038 1298s
  1563  1124 362702.285  135   71 442539.024 362702.285  18.0%  1037 1300s
  1588  1135 362702.285  140  111 442539.024 362702.285  18.0%  1029 1305s
  1610  1143 369048.129  142  111 442539.024 362702.285  18.0%  1021 1310s
  1622  1145 362702.285  144   52 442539.024 362702.285  18.0%  1022 1315s
  1635  1149 362763.049  147   58 442539.024 362702.285  18.0%  1022 1320s
  1641  1153 362702.285  147   69 442539.024 362702.285  18.0%  1020 1354s
  1644  1154 362702.285  148   75 442539.024 362702.285  18.0%  1018 1355s
  1656  1160 362702.285  150  109 442539.024 362702.285  18.0%  1018 1361s
  1659  1162 362702.285  148   87 442539.024 362702.285  18.0%  1017 1369s
  1663  1164 369954.678  150  110 442539.024 362702.285  18.0%  1016 1370s
  1669  1166 362702.285  151   97 442539.024 362702.285  18.0%  1014 1384s
  1672  1168 362702.285  151  126 442539.024 362702.285  18.0%  1014 1385s
  1682  1175 362702.285  154   51 442539.024 362702.285  18.0%  1017 1390s
  1693  1182 362702.285  153   96 442539.024 362702.285  18.0%  1013 1409s
  1695  1183 362702.285  154   50 442539.024 362702.285  18.0%  1015 1411s
  1707  1191 362702.285  160  103 442539.024 362702.285  18.0%  1014 1415s
  1722  1201 362702.285  154   55 442539.024 362702.285  18.0%  1017 1420s
  1723  1202 362702.285  168  106 442539.024 362702.285  18.0%  1017 1428s
  1730  1207 362702.285  158   96 442539.024 362702.285  18.0%  1015 1430s
  1742  1215 362702.285  164   37 442539.024 362702.285  18.0%  1017 1435s
  1754  1221 362785.695  149   88 442539.024 362702.285  18.0%  1013 1440s
  1760  1223 362785.695  147  104 442539.024 362702.285  18.0%  1014 1448s
  1769  1229 362702.285  154   42 442539.024 362702.285  18.0%  1015 1451s
  1785  1239 362702.285  162  102 442539.024 362702.285  18.0%  1009 1455s
  1787  1241 362702.285  163   97 442539.024 362702.285  18.0%  1008 1466s
  1793  1245 362702.285  166   92 442539.024 362702.285  18.0%  1009 1470s
  1813  1257 362702.285  154   51 442539.024 362702.285  18.0%  1008 1476s
  1814  1258 362702.285  151   98 442539.024 362702.285  18.0%  1008 1510s
  1833  1270 362702.285  154   34 442539.024 362702.285  18.0%  1006 1516s
  1842  1276 362702.285  165   30 442539.024 362702.285  18.0%  1005 1531s
  1853  1284 362702.285  164   46 442539.024 362702.285  18.0%  1005 1535s
  1861  1289 362702.285  168   83 442539.024 362702.285  18.0%  1004 1545s
  1876  1299 362702.285  182  105 442539.024 362702.285  18.0%  1002 1550s
  1886  1304 362702.285  187   73 442539.024 362702.285  18.0%  1003 1555s
  1904  1312 369954.678  136  128 442539.024 362702.285  18.0%  1000 1560s
  1919  1320 362702.285  154   39 442539.024 362702.285  18.0%   999 1565s
  1938  1326 362702.285  137  110 442539.024 362702.285  18.0%   994 1570s
  1949  1333 362702.285  139   82 442539.024 362702.285  18.0%   990 1581s
  1957  1337 369954.678  143  129 442539.024 362702.285  18.0%   992 1585s
  1962  1340 362702.285  149   78 442539.024 362702.285  18.0%   992 1595s
  1975  1349 362702.285  142  108 442539.024 362702.285  18.0%   989 1668s
  1979  1352 362702.285  144   48 442539.024 362702.285  18.0%   990 1670s
  1990  1356 362702.285  134   43 442539.024 362702.285  18.0%   990 1675s
  1997  1359 362702.285  137   78 442539.024 362702.285  18.0%   992 1680s
  2006  1360 369954.678   31  154 442539.024 362702.285  18.0%   992 1685s
  2017  1366 362702.285   64   45 442539.024 362702.285  18.0%   996 1691s
  2036  1374 369954.678   26  131 442539.024 362702.285  18.0%   991 1695s
  2048  1382 362702.285  148   68 442539.024 362702.285  18.0%   992 1700s
  2059  1386 369954.678   85  137 442539.024 362702.285  18.0%   994 1705s
  2063  1389 362702.285  146   66 442539.024 362702.285  18.0%   993 1713s
  2068  1391 362702.285   44   40 442539.024 362702.285  18.0%   995 1716s
  2077  1398 362702.285   75  109 442539.024 362702.285  18.0%   995 1720s
  2088  1406 369954.678   72  149 442539.024 362702.285  18.0%   997 1725s
  2099  1416 362702.285   24   32 442539.024 362702.285  18.0%  1000 1731s
  2110  1425 362702.285  128  117 442539.024 362702.285  18.0%  1000 1735s
  2127  1439 362702.285   84   34 442539.024 362702.285  18.0%  1002 1741s
  2135  1445 369954.678   54  130 442539.024 362702.285  18.0%  1003 1745s
  2145  1452 362702.285   34   31 442539.024 362702.285  18.0%  1007 1751s
  2164  1469 362702.285  153   93 442539.024 362702.285  18.0%  1003 1761s
  2171  1475 362702.285   53   84 442539.024 362702.285  18.0%  1005 1765s
  2180  1482 362702.285   34   46 442539.024 362702.285  18.0%  1011 1770s
  2203  1501 362702.285   64   39 442539.024 362702.285  18.0%  1009 1775s
  2221  1518 362702.285   45  112 442539.024 362702.285  18.0%  1008 1780s
  2238  1532 369954.678   49  128 442539.024 362702.285  18.0%  1007 1785s
  2254  1543 362702.285   54   56 442539.024 362702.285  18.0%  1010 1790s
  2265  1552 362702.285  149  130 442539.024 362702.285  18.0%  1010 1800s

Cutting planes:
  Gomory: 479
  Lift-and-project: 29
  MIR: 208
  Flow cover: 1215
  RLT: 255
  Relax-and-lift: 2016

Explored 2266 nodes (2342260 simplex iterations) in 1800.04 seconds (1244.07 work units)
Thread count was 1 (of 8 available processors)

Solution count 1: 442539 

Time limit reached
Best objective 4.425390240000e+05, best bound 3.627022845324e+05, gap 18.0406%
