var,index,value,fractionality
Y,"('LH518B_12', 'N2601', 1, 61.0)",0.27415447655523445,0.27415447655523445
Z,"('LH518B_12', 1, 61.0)",0.7258455234447656,0.2741544765552344
Z,"('LH518B_7', 1, 162.0)",0.7300551268243625,0.26994487317563753
N_chargers,station_3,0.26782258801881986,0.26782258801881986
Sv,"('station_3', 1, 180.0, 179.0)",0.2678225880186539,0.2678225880186539
X_dch,"('station_3', 1, 179.0)",0.2678225880186539,0.2678225880186539
X_ini,"('station_3', 1, 179.0)",0.2678225880186539,0.2678225880186539
Y,"('LH518B_9', 'N2867', 1, 41.0)",0.2633219152793028,0.2633219152793028
Z,"('LH518B_9', 1, 41.0)",0.7366780847206972,0.2633219152793028
Z,"('LH518B_6', 1, 109.0)",0.25729390249349604,0.25729390249349604
Y,"('LH518B_8', 'C0050', 1, 45.0)",0.25503682408848555,0.25503682408848555
Y,"('LH518B_2', 'C0562', 1, 95.0)",0.7484705150044939,0.2515294849955061
Y,"('LH518B_2', 'C0559', 1, 95.0)",0.25152948499550604,0.25152948499550604
Y,"('LH518B_9', 'N2827', 1, 33.0)",0.2468641674105996,0.2468641674105996
X_dch,"('station_1', 1, 178.0)",0.24582984509448863,0.24582984509448863
S,"('station_1', 1, 2.0)",0.24246976963869782,0.24246976963869782
Z,"('LH518B_2', 1, 164.0)",0.23747043798025871,0.23747043798025871
Y,"('LH518B_12', 'N2599', 1, 38.0)",0.2314827013816102,0.2314827013816102
Z,"('LH518B_12', 1, 38.0)",0.7685172986183898,0.2314827013816102
Y,"('LH518B_10', 'N2748', 1, 54.0)",0.769524429295776,0.23047557070422398
Y,"('LH518B_4', 'C0414', 1, 111.0)",0.2294991252604527,0.2294991252604527
Z,"('LH518B_4', 1, 111.0)",0.7705008747395473,0.22949912526045269
Z,"('LH518B_7', 1, 49.0)",0.7709511682014385,0.2290488317985615
Y,"('LH518B_7', 'C0161', 1, 49.0)",0.22904883179856145,0.22904883179856145
Y,"('LH518B_1', 'C0617', 1, 19.0)",0.22881506838525126,0.22881506838525126
Z,"('LH518B_1', 1, 19.0)",0.7711849316147488,0.22881506838525123
Z,"('LH518B_3', 1, 30.0)",0.7711849316147488,0.22881506838525123
Z,"('LH518B_12', 1, 35.0)",0.7722269147453404,0.22777308525465956
Y,"('LH518B_5', 'C0316', 1, 114.0)",0.7746281819914218,0.2253718180085782
Z,"('LH518B_5', 1, 114.0)",0.2253718180085782,0.2253718180085782
Z,"('LH518B_2', 1, 53.0)",0.7746439932348068,0.22535600676519318
X_dch,"('station_2', 1, 178.0)",0.22531342962136902,0.22531342962136902
Y,"('LH518B_4', 'C0412', 1, 74.0)",0.2151217775579086,0.2151217775579086
X_dch,"('station_3', 1, 178.0)",0.21434757447012684,0.21434757447012684
Y,"('LH518B_7', 'C0123', 1, 162.0)",0.21373409933801318,0.21373409933801318
Y,"('LH518B_2', 'C0534', 1, 20.0)",0.21203950589927592,0.21203950589927592
Z,"('LH518B_2', 1, 20.0)",0.7879604941007241,0.2120395058992759
Z,"('LH518B_3', 1, 51.0)",0.7914314227639134,0.20856857723608657
Y,"('LH518B_3', 'C0508', 1, 51.0)",0.20856857723608654,0.20856857723608654
Y,"('LH518B_1', 'C0588', 1, 9.0)",0.7943836104470534,0.2056163895529466
Y,"('LH518B_3', 'C0503', 1, 7.0)",0.20377115396052614,0.20377115396052614
Z,"('LH518B_3', 1, 7.0)",0.7962288460394739,0.20377115396052614
Y,"('LH518B_1', 'C0585', 1, 162.0)",0.201890550037406,0.201890550037406
Z,"('LH518B_1', 1, 162.0)",0.798109449962594,0.20189055003740597
Y,"('LH518B_5', 'C0310', 1, 15.0)",0.20107699676838103,0.20107699676838103
Z,"('LH518B_5', 1, 15.0)",0.798923003231619,0.20107699676838098
Z,"('LH518B_5', 1, 51.0)",0.8009653840766835,0.1990346159233165
Y,"('LH518B_8', 'C0088', 1, 91.0)",0.8011553104604434,0.19884468953955658
Y,"('LH518B_6', 'C0238', 1, 165.0)",0.8011579980841396,0.19884200191586043
Z,"('LH518B_5', 1, 35.0)",0.8011587643613508,0.1988412356386492
Y,"('LH518B_5', 'C0273', 1, 35.0)",0.19884123563864917,0.19884123563864917
Z,"('LH518B_7', 1, 152.0)",0.8011601853360848,0.1988398146639152
Y,"('LH518B_7', 'C0159', 1, 152.0)",0.19883981466391518,0.19883981466391518
Z,"('LH518B_8', 1, 101.0)",0.8011605449872681,0.19883945501273192
Z,"('LH518B_8', 1, 61.0)",0.8012080156141878,0.19879198438581225
Y,"('LH518B_1', 'C0589', 1, 2.0)",0.19837087751124316,0.19837087751124316
Z,"('LH518B_1', 1, 2.0)",0.8016291224887568,0.19837087751124316
Y,"('LH518B_7', 'C0165', 1, 144.0)",0.8024691358024699,0.19753086419753008
Z,"('LH518B_7', 1, 144.0)",0.19753086419753008,0.19753086419753008
Z,"('LH518B_10', 1, 62.0)",0.8042899861881457,0.19571001381185427
Y,"('LH518B_4', 'C0411', 1, 163.0)",0.1951895760233231,0.1951895760233231
Y,"('LH518B_12', 'N2596', 1, 163.0)",0.19363044431552281,0.19363044431552281
Y,"('LH518B_12', 'N2602', 1, 163.0)",0.8063695556844772,0.1936304443155228
Y,"('LH518B_11', 'N2676', 1, 56.0)",0.19347998938836636,0.19347998938836636
Z,"('LH518B_11', 1, 56.0)",0.8065200106116337,0.1934799893883663
Y,"('LH518B_9', 'N2863', 1, 139.0)",0.19345172897223972,0.19345172897223972
Z,"('LH518B_9', 1, 139.0)",0.8065482710277603,0.19345172897223972
Y,"('LH518B_9', 'N2864', 1, 138.0)",0.19337080768131637,0.19337080768131637
Z,"('LH518B_9', 1, 138.0)",0.8066291923186837,0.19337080768131631
Y,"('LH518B_9', 'N2858', 1, 163.0)",0.8066311420947115,0.19336885790528846
Y,"('LH518B_9', 'N2865', 1, 163.0)",0.19336885790528846,0.19336885790528846
Z,"('LH518B_12', 1, 162.0)",0.8067520749711303,0.19324792502886967
Y,"('LH518B_10', 'N2749', 1, 48.0)",0.1921335687707463,0.1921335687707463
Z,"('LH518B_10', 1, 48.0)",0.8078664312292537,0.19213356877074628
Y,"('LH518B_6', 'C0203', 1, 94.0)",0.1848158606996019,0.1848158606996019
Z,"('LH518B_6', 1, 94.0)",0.8151841393003981,0.18481586069960187
Y,"('LH518B_1', 'C0584', 1, 143.0)",0.8176248922406482,0.18237510775935184
Y,"('LH518B_1', 'C0614', 1, 9.0)",0.18112024927993434,0.18112024927993434
Z,"('LH518B_10', 1, 54.0)",0.17708687638099666,0.17708687638099666
S,"('station_1', 1, 149.0)",0.1755992889985054,0.1755992889985054
X_dch,"('station_1', 1, 177.0)",0.17444116876271715,0.17444116876271715
Z,"('LH518B_2', 1, 101.0)",0.8260553711206575,0.17394462887934248
Y,"('LH518B_2', 'C0563', 1, 101.0)",0.17394462887934245,0.17394462887934245
S,"('station_1', 1, 148.0)",0.17371218708244732,0.17371218708244732
Z,"('LH518B_11', 1, 9.0)",0.8271604938271604,0.1728395061728396
Z,"('LH518B_3', 1, 24.0)",0.8271604938271604,0.1728395061728396
Y,"('LH518B_11', 'N2708', 1, 9.0)",0.17283950617283958,0.17283950617283958
Y,"('LH518B_3', 'C0478', 1, 24.0)",0.17283950617283958,0.17283950617283958
Y,"('LH518B_3', 'C0479', 1, 30.0)",0.17283950617283958,0.17283950617283958
Y,"('LH518B_12', 'N2600', 1, 35.0)",0.17283950617283958,0.17283950617283958
S,"('station_1', 1, 69.0)",0.17219548637925855,0.17219548637925855
Y,"('LH518B_3', 'C0481', 1, 54.0)",0.17199949285912663,0.17199949285912663
Y,"('LH518B_3', 'C0483', 1, 54.0)",0.8280005071408734,0.17199949285912663
X_dch,"('station_2', 1, 177.0)",0.16910267389613953,0.16910267389613953
S,"('station_2', 1, 2.0)",0.16874987273639416,0.16874987273639416
Sv,"('station_2', 1, 3.0, 2.0)",0.16874987273639416,0.16874987273639416
Sv,"('station_2', 1, 4.0, 2.0)",0.16874987273639416,0.16874987273639416
Sv,"('station_2', 1, 5.0, 2.0)",0.16874987273639416,0.16874987273639416
Sv,"('station_2', 1, 6.0, 2.0)",0.16874987273639416,0.16874987273639416
Sv,"('station_2', 1, 7.0, 2.0)",0.16874987273639416,0.16874987273639416
W,"('station_2', 1, 2.0)",0.16874987273639416,0.16874987273639416
X_dch,"('station_2', 1, 2.0)",0.16874987273639416,0.16874987273639416
X_ini,"('station_2', 1, 2.0)",0.16874987273639416,0.16874987273639416
Y,"('LH518B_2', 'C0559', 1, 8.0)",0.8348902680909137,0.1651097319090863
X_dch,"('station_3', 1, 177.0)",0.16087255893691924,0.16087255893691924
S,"('station_3', 1, 2.0)",0.16053692837573216,0.16053692837573216
Sv,"('station_3', 1, 3.0, 2.0)",0.16053692837573216,0.16053692837573216
Sv,"('station_3', 1, 4.0, 2.0)",0.16053692837573216,0.16053692837573216
Sv,"('station_3', 1, 5.0, 2.0)",0.16053692837573216,0.16053692837573216
Sv,"('station_3', 1, 6.0, 2.0)",0.16053692837573216,0.16053692837573216
Sv,"('station_3', 1, 7.0, 2.0)",0.16053692837573216,0.16053692837573216
W,"('station_3', 1, 2.0)",0.16053692837573216,0.16053692837573216
X_dch,"('station_3', 1, 2.0)",0.16053692837573216,0.16053692837573216
X_ini,"('station_3', 1, 2.0)",0.16053692837573216,0.16053692837573216
S,"('station_1', 1, 68.0)",0.1594363749748955,0.1594363749748955
S,"('station_1', 1, 3.0)",0.15647409372309629,0.15647409372309629
X_dch,"('station_1', 1, 121.0)",0.1531191022121487,0.1531191022121487
Z,"('LH518B_7', 1, 100.0)",0.8498849502625594,0.1501150497374406
Z,"('LH518B_12', 1, 43.0)",0.8520591807783664,0.1479408192216336
Y,"('LH518B_5', 'C0277', 1, 21.0)",0.14509514028181428,0.14509514028181428
Z,"('LH518B_5', 1, 21.0)",0.8549048597181858,0.14509514028181425
Y,"('LH518B_4', 'C0443', 1, 55.0)",0.14307937217403294,0.14307937217403294
Y,"('LH518B_4', 'C0414', 1, 55.0)",0.8569206278259671,0.14307937217403288
Z,"('LH518B_6', 1, 66.0)",0.8570754960670742,0.14292450393292577
Y,"('LH518B_6', 'C0237', 1, 66.0)",0.14292450393292574,0.14292450393292574
Y,"('LH518B_5', 'C0271', 1, 68.0)",0.14274267780884098,0.14274267780884098
Z,"('LH518B_5', 1, 68.0)",0.857257322191159,0.14274267780884098
Y,"('LH518B_6', 'C0241', 1, 163.0)",0.1426339188502856,0.1426339188502856
Y,"('LH518B_6', 'C0195', 1, 163.0)",0.8573660811497145,0.14263391885028553
Y,"('LH518B_8', 'C0053', 1, 164.0)",0.14263176519357784,0.14263176519357784
Z,"('LH518B_8', 1, 164.0)",0.8573682348064222,0.1426317651935778
Z,"('LH518B_5', 1, 20.0)",0.8573684337567703,0.1426315662432297
Y,"('LH518B_5', 'C0314', 1, 20.0)",0.14263156624322967,0.14263156624322967
Y,"('LH518B_6', 'C0242', 1, 165.0)",0.14263125320311112,0.14263125320311112
Z,"('LH518B_5', 1, 3.0)",0.8573687546646824,0.14263124533531757
Y,"('LH518B_5', 'C0276', 1, 3.0)",0.14263124533531754,0.14263124533531754
Z,"('LH518B_8', 1, 95.0)",0.8573690452640363,0.14263095473596366
Y,"('LH518B_8', 'C0049', 1, 95.0)",0.1426309547359636,0.1426309547359636
Y,"('LH518B_7', 'C0164', 1, 100.0)",0.14263079670706938,0.14263079670706938
Y,"('LH518B_5', 'C0278', 1, 51.0)",0.1426307254770571,0.1426307254770571
Z,"('LH518B_7', 1, 137.0)",0.8573693873106814,0.14263061268931865
Y,"('LH518B_7', 'C0166', 1, 154.0)",0.14263056281186196,0.14263056281186196
Z,"('LH518B_7', 1, 154.0)",0.8573694371881381,0.14263056281186193
Z,"('LH518B_5', 1, 98.0)",0.8573694745271796,0.1426305254728204
Y,"('LH518B_5', 'C0311', 1, 98.0)",0.14263052547282037,0.14263052547282037
Y,"('LH518B_8', 'C0051', 1, 91.0)",0.14263049999329888,0.14263049999329888
Y,"('LH518B_8', 'C0090', 1, 102.0)",0.14263047071386384,0.14263047071386384
Z,"('LH518B_8', 1, 102.0)",0.8573695292861362,0.1426304707138638
Z,"('LH518B_6', 1, 59.0)",0.8573696519211788,0.14263034807882125
Y,"('LH518B_6', 'C0200', 1, 59.0)",0.14263034807882122,0.14263034807882122
Y,"('LH518B_8', 'C0085', 1, 61.0)",0.14263031614325347,0.14263031614325347
Y,"('LH518B_8', 'C0046', 1, 101.0)",0.1426299706805858,0.1426299706805858
Y,"('LH518B_7', 'C0161', 1, 95.0)",0.8573709212878584,0.1426290787121416
Y,"('LH518B_7', 'C0128', 1, 95.0)",0.14262907871214156,0.14262907871214156
Y,"('LH518B_7', 'C0122', 1, 97.0)",0.1425650378080288,0.1425650378080288
Z,"('LH518B_7', 1, 97.0)",0.8574349621919712,0.14256503780802876
Z,"('LH518B_7', 1, 53.0)",0.857497602642706,0.14250239735729398
Z,"('LH518B_7', 1, 48.0)",0.8576046847011672,0.14239531529883276
Y,"('LH518B_7', 'C0162', 1, 48.0)",0.14239531529883273,0.14239531529883273
Z,"('LH518B_4', 1, 104.0)",0.8576046847011685,0.14239531529883154
Y,"('LH518B_2', 'C0536', 1, 53.0)",0.14239531529883148,0.14239531529883148
Y,"('LH518B_4', 'C0447', 1, 164.0)",0.14239531529883148,0.14239531529883148
Y,"('LH518B_3', 'C0504', 1, 164.0)",0.14239531529883143,0.14239531529883143
Y,"('LH518B_3', 'C0476', 1, 164.0)",0.8576046847011686,0.14239531529883143
Y,"('LH518B_10', 'N2783', 1, 62.0)",0.14223944811113723,0.14223944811113723
Y,"('LH518B_10', 'N2752', 1, 53.0)",0.14203778334410724,0.14203778334410724
Z,"('LH518B_10', 1, 53.0)",0.8579622166558928,0.14203778334410722
Z,"('LH518B_11', 1, 30.0)",0.8579838215355013,0.14201617846449865
Y,"('LH518B_3', 'C0475', 1, 163.0)",0.14051463271153836,0.14051463271153836
Z,"('LH518B_3', 1, 163.0)",0.8594853672884617,0.1405146327115383
Y,"('LH518B_11', 'N2671', 1, 11.0)",0.14017445519339036,0.14017445519339036
Z,"('LH518B_12', 1, 71.0)",0.8600861383300193,0.13991386166998065
Y,"('LH518B_9', 'N2828', 1, 92.0)",0.860104523217941,0.13989547678205905
Y,"('LH518B_9', 'N2859', 1, 92.0)",0.139895476782059,0.139895476782059
Y,"('LH518B_9', 'N2824', 1, 42.0)",0.1398954692971857,0.1398954692971857
