var,index,value,fractionality
Y,"('LH518B_8', 'C0087', 1, 35.0)",0.45510966114421336,0.45510966114421336
Z,"('LH518B_8', 1, 35.0)",0.5448903388557866,0.45510966114421336
Y,"('LH518B_12', 'N2633', 1, 161.0)",0.4547100318753141,0.4547100318753141
Z,"('LH518B_12', 1, 161.0)",0.5452899681246859,0.4547100318753141
Y,"('LH518B_10', 'N2791', 1, 126.0)",0.45470966681753516,0.45470966681753516
Y,"('LH518B_9', 'N2830', 1, 144.0)",0.45470954719085943,0.45470954719085943
Z,"('LH518B_9', 1, 144.0)",0.5452904528091406,0.45470954719085943
Y,"('LH518B_9', 'N2860', 1, 91.0)",0.4547094061692374,0.4547094061692374
Z,"('LH518B_9', 1, 91.0)",0.5452905938307626,0.4547094061692374
Y,"('LH518B_11', 'N2711', 1, 21.0)",0.4547090519149818,0.4547090519149818
Z,"('LH518B_11', 1, 21.0)",0.5452909480850182,0.4547090519149818
Y,"('LH518B_11', 'N2714', 1, 75.0)",0.45468858718743405,0.45468858718743405
Z,"('LH518B_11', 1, 75.0)",0.545311412812566,0.454688587187434
Y,"('LH518B_10', 'N2788', 1, 115.0)",0.4546472988611445,0.4546472988611445
Y,"('LH518B_4', 'C0450', 1, 152.0)",0.5463561093511292,0.4536438906488708
Z,"('LH518B_4', 1, 152.0)",0.4536438906488708,0.4536438906488708
Y,"('LH518B_3', 'C0505', 1, 91.0)",0.4524362553469007,0.4524362553469007
Z,"('LH518B_3', 1, 91.0)",0.5475637446530993,0.4524362553469007
Y,"('LH518B_2', 'C0529', 1, 141.0)",0.549457063008807,0.45054293699119297
Y,"('LH518B_7', 'C0160', 1, 67.0)",0.5501117467776582,0.4498882532223418
Y,"('LH518B_9', 'N2857', 1, 137.0)",0.44855828415224647,0.44855828415224647
Y,"('LH518B_4', 'C0418', 1, 106.0)",0.5555489812907164,0.4444510187092836
Y,"('LH518B_4', 'C0410', 1, 106.0)",0.44445101870928355,0.44445101870928355
Y,"('LH518B_4', 'C0418', 1, 2.0)",0.5562404880083154,0.4437595119916846
Y,"('LH518B_9', 'N2858', 1, 105.0)",0.5616587378700028,0.43834126212999724
Z,"('LH518B_9', 1, 105.0)",0.43834126212999724,0.43834126212999724
Y,"('LH518B_9', 'N2829', 1, 58.0)",0.5617288457681083,0.43827115423189167
Z,"('LH518B_9', 1, 58.0)",0.43827115423189167,0.43827115423189167
Y,"('LH518B_11', 'N2710', 1, 41.0)",0.5623308335864159,0.4376691664135841
