
Gurobi 12.0.3 (win64) logging started Mon Sep  7 23:47:25 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_variable\Swap_libre\Swap_variable_3estaciones_160kW_Descomp\station_1_d152_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26358 rows, 53707 columns and 244684 nonzeros
Model fingerprint: 0x4f557783
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [1e-02, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23428 rows and 43752 columns
Presolve time: 0.15s
Presolved: 2930 rows, 9955 columns, 32796 nonzeros
Variable types: 824 continuous, 9131 integer (8568 binary)
Found heuristic solution: objective 600304.35807
Found heuristic solution: objective 562130.28095
Root relaxation presolved: 2930 rows, 9955 columns, 32796 nonzeros


Root relaxation: objective 1.806962e+05, 14706 iterations, 1.42 seconds (2.37 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  2559  2026 187472.955   38  169 284233.100 180918.517  36.3%  1156  750s
  2574  2041 181007.064   44   91 284233.100 180918.517  36.3%  1157  755s
  2587  2054 180918.517   41   59 284233.100 180918.517  36.3%  1156  760s
  2610  2077 180918.517   30  106 284233.100 180918.517  36.3%  1156  765s
  2628  2095 180918.517   29   57 284233.100 180918.517  36.3%  1153  770s
  2643  2110 181646.674   25   74 284233.100 180918.517  36.3%  1148  775s
  2662  2129 180918.517   24   75 284233.100 180918.517  36.3%  1145  780s
  2690  2157 180918.517   22   75 284233.100 180918.517  36.3%  1138  785s
  2709  2176 180918.517   27   42 284233.100 180918.517  36.3%  1138  790s
  2727  2194 184706.208   26  196 284233.100 180918.517  36.3%  1137  795s
  2743  2210 180920.002   28   93 284233.100 180918.517  36.3%  1138  800s
  2763  2230 181100.889   30  144 284233.100 180918.517  36.3%  1136  805s
  2784  2251 182124.990   34  155 284233.100 180918.517  36.3%  1133  810s
  2805  2272 180988.013   34   92 284233.100 180918.517  36.3%  1131  815s
  2808  2275 182643.320   36  158 284233.100 180918.517  36.3%  1132  822s
  2821  2288 187116.456   38  137 284233.100 180918.517  36.3%  1132  825s
  2843  2310 187789.883   40  140 284233.100 180918.517  36.3%  1132  830s
  2861  2328 180918.517   43   24 284233.100 180918.517  36.3%  1130  835s
  2877  2344 180918.517   45   41 284233.100 180918.517  36.3%  1132  840s
  2894  2361 180918.517   40   52 284233.100 180918.517  36.3%  1135  845s
  2911  2378 181687.429   43  152 284233.100 180918.517  36.3%  1135  851s
  2925  2392 180918.517   45   31 284233.100 180918.517  36.3%  1134  855s
  2938  2405 184416.716   47  250 284233.100 180918.517  36.3%  1131  860s
